plantă vegetală
semeție mândrie
semeție orgoliu
credință nădejde
credință speranță
nădejde credință
nădejde speranță
speranță credință
speranță nădejde
excentricitate extravaganță
excentricitate originalitate
extravaganță excentricitate
extravaganță originalitate
originalitate excentricitate
originalitate extravaganță
frângere rupere
frângere sfâșiere
frângere spargere
frângere spintecare
rupere frângere
rupere sfâșiere
rupere spargere
rupere spintecare
sfâșiere frângere
sfâșiere rupere
sfâșiere spargere
sfâșiere spintecare
spargere frângere
spargere rupere
spargere sfâșiere
spargere spintecare
spintecare frângere
spintecare rupere
spintecare sfâșiere
spintecare spargere
dâră dungă
dâră fâșie
dungă dâră
dungă fâșie
fâșie dâră
fâșie dungă
încăpere cameră
cameră încăpere
gură sărut
gură sărutare
sărut gură
sărut sărutare
sărutare gură
sărutare sărut
atenție lumină
lumină atenție
înghițitoare beregată
înghițitoare gâtiță
înghițitoare gâtlej
beregată înghițitoare
beregată gâtiță
beregată gâtlej
gâtiță înghițitoare
gâtiță beregată
gâtiță gâtlej
gâtlej înghițitoare
gâtlej beregată
gâtlej gâtiță
aberație absurditate
aberație aiureală
aberație bazaconie
aberație elucubrație
aberație nonsens
absurditate aberație
absurditate aiureală
absurditate bazaconie
absurditate elucubrație
absurditate nonsens
aiureală aberație
aiureală absurditate
aiureală bazaconie
aiureală elucubrație
aiureală nonsens
bazaconie aberație
bazaconie absurditate
bazaconie aiureală
bazaconie elucubrație
bazaconie nonsens
elucubrație aberație
elucubrație absurditate
elucubrație aiureală
elucubrație bazaconie
elucubrație nonsens
nonsens aberație
nonsens absurditate
nonsens aiureală
nonsens bazaconie
nonsens elucubrație
viitor viitorime
viitorime viitor
secol veac
veac secol
amărăciune mâhnire
amărăciune nefericire
amărăciune nenorocire
mâhnire amărăciune
mâhnire nefericire
mâhnire nenorocire
nefericire amărăciune
nefericire mâhnire
nefericire nenorocire
nenorocire amărăciune
nenorocire mâhnire
nenorocire nefericire
scenă tablou
tablou scenă
ceas oră
oră ceas
desăvârșire perfecțiune
desăvârșire sublim
perfecțiune desăvârșire
perfecțiune sublim
sublim desăvârșire
sublim perfecțiune
miros olfacție
olfacție miros
cioltar valtrap
valtrap cioltar
boț rotunjime
rotunjime boț
nulitate zero
zero nulitate
călcâi talus
talus călcâi
notă ton
ton notă
politică tactică
tactică politică
înșelăciune învăluire
înșelăciune șiretlic
învăluire înșelăciune
învăluire șiretlic
șiretlic înșelăciune
șiretlic învăluire
concurență rivalitate
rivalitate concurență
albie curs
albie matcă
albie vad
curs albie
curs matcă
curs vad
matcă albie
matcă curs
matcă vad
vad albie
vad curs
vad matcă
ruptură sfâșietură
sfâșietură ruptură
pericol primejdie
primejdie pericol
copilă fetișoară
copilă fetiță
copilă fetică
fetișoară copilă
fetișoară fetiță
fetișoară fetică
fetiță copilă
fetiță fetișoară
fetiță fetică
fetică copilă
fetică fetișoară
fetică fetiță
creștet creastă
creastă creștet
parcaj parcare
parcare parcaj
catenă lanț
lanț catenă
insulta jignire
insulta ofensa
jignire insulta
jignire ofensa
ofensa insulta
ofensa jignire
șosetă ciorap
ciorap șosetă
calibru calitate
calibru valoare
calitate calibru
calitate valoare
valoare calibru
valoare calitate
hol vestibul
vestibul hol
armă pistol
armă revolver
pistol armă
pistol revolver
revolver armă
revolver pistol
mur rug
rug mur
egumen stareț
stareț egumen
chingă stinghie
stinghie chingă
fluctuant instabil
fluctuant schimbător
fluctuant variabil
instabil fluctuant
instabil schimbător
instabil variabil
schimbător fluctuant
schimbător instabil
schimbător variabil
variabil fluctuant
variabil instabil
variabil schimbător
clasic reprezentativ
reprezentativ clasic
condamnare osândă
condamnare pedeapsă
osândă condamnare
osândă pedeapsă
pedeapsă condamnare
pedeapsă osândă
extern exterior
exterior extern
diform inform
diform slut
diform strâmb
inform diform
inform slut
inform strâmb
slut diform
slut inform
slut strâmb
strâmb diform
strâmb inform
strâmb slut
anormal nefiresc
nefiresc anormal
încasator taxator
taxator încasator
caporal căprar
căprar caporal
minunăție minune
minune minunăție
pierde-vară târâie-brâu
târâie-brâu pierde-vară
coborâre coborâș
coborâș coborâre
botanist fitolog
fitolog botanist
mașinist mecanic
mecanic mașinist
operator cameraman
cameraman operator
pleonasm tautologie
tautologie pleonasm
platnic plătitor
plătitor platnic
dicție dicțiune
dicțiune dicție
cimitir țintirim
țintirim cimitir
birocratism birocrație
birocrație birocratism
cifos cocoșat
cifos ghebos
cocoșat cifos
cocoșat ghebos
ghebos cifos
ghebos cocoșat
antropofag canibal
canibal antropofag
tratat pact
pact tratat
suiș urcuș
urcuș suiș
platou podiș
podiș platou
cratimă linioară
linioară cratimă
boxer pugilist
pugilist boxer
copist scrib
scrib copist
fonetism pronunție
pronunție fonetism
ultraconservator reacționar
reacționar ultraconservator
administrator gestionar
administrator vechil
gestionar administrator
gestionar vechil
vechil administrator
vechil gestionar
oxidare oxidație
oxidare ruginire
oxidație oxidare
oxidație ruginire
ruginire oxidare
ruginire oxidație
generalitate universalitate
universalitate generalitate
marcaj semn
marcaj indicator
semn marcaj
semn indicator
indicator marcaj
indicator semn
anticonceptiv anticoncepțional
anticonceptiv contraceptiv
anticonceptiv profilactic
anticoncepțional anticonceptiv
anticoncepțional contraceptiv
anticoncepțional profilactic
contraceptiv anticonceptiv
contraceptiv anticoncepțional
contraceptiv profilactic
profilactic anticonceptiv
profilactic anticoncepțional
profilactic contraceptiv
afișaj afișare
afișare afișaj
activant activator
activator activant
slăbit mort
mort slăbit
interludiu intermediu
interludiu antract
intermediu interludiu
intermediu antract
antract interludiu
antract intermediu
perfecționare specializare
specializare perfecționare
ramificare ramificație
ramificație ramificare
boul-domnului buburuză
boul-domnului boul-lui-dumnezeu
boul-domnului mămăruță
boul-domnului paparugă
buburuză boul-domnului
buburuză boul-lui-dumnezeu
buburuză mămăruță
buburuză paparugă
boul-lui-dumnezeu boul-domnului
boul-lui-dumnezeu buburuză
boul-lui-dumnezeu mămăruță
boul-lui-dumnezeu paparugă
mămăruță boul-domnului
mămăruță buburuză
mămăruță boul-lui-dumnezeu
mămăruță paparugă
paparugă boul-domnului
paparugă buburuză
paparugă boul-lui-dumnezeu
paparugă mămăruță
interpretare joc
joc interpretare
cello violoncel
violoncel cello
cor corală
corală cor
arbore catarg
catarg arbore
mărșăluire mărșuire
mărșuire mărșăluire
lulea pipă
pipă lulea
modă vogă
vogă modă
talaz undă
talaz val
undă talaz
undă val
val talaz
val undă
evaporare evaporație
evaporare vaporizare
evaporare volatilizare
evaporație evaporare
evaporație vaporizare
evaporație volatilizare
vaporizare evaporare
vaporizare evaporație
vaporizare volatilizare
volatilizare evaporare
volatilizare evaporație
volatilizare vaporizare
cric vinci
vinci cric
pământ uscat
uscat pământ
adunare sumare
sumare adunare
martir mucenic
mucenic martir
fierbere fiert
fiert fierbere
scursură lepădătură
lepădătură scursură
ghindă spatie
ghindă treflă
spatie ghindă
spatie treflă
treflă ghindă
treflă spatie
nagâț ciovlică
ciovlică nagâț
epinetă spinetă
spinetă epinetă
simbolizare reprezentare
reprezentare simbolizare
neajutorat neîndemânatic
neajutorat nepriceput
neajutorat stângaci
neîndemânatic neajutorat
neîndemânatic nepriceput
neîndemânatic stângaci
nepriceput neajutorat
nepriceput neîndemânatic
nepriceput stângaci
stângaci neajutorat
stângaci neîndemânatic
stângaci nepriceput
mușchi licheni
licheni mușchi
pension pensionat
pensionat pension
bioxid dioxid
dioxid bioxid
portmantou umeraș
umeraș portmantou
bâtă ciomag
bâtă măciucă
ciomag bâtă
ciomag măciucă
măciucă bâtă
măciucă ciomag
eructație râgâială
eructație râgâit
eructație râgâitură
râgâială eructație
râgâială râgâit
râgâială râgâitură
râgâit eructație
râgâit râgâială
râgâit râgâitură
râgâitură eructație
râgâitură râgâială
râgâitură râgâit
ateu necredincios
ateu liber-cugetător
necredincios ateu
necredincios liber-cugetător
liber-cugetător ateu
liber-cugetător necredincios
lăcrimioară lăcrămioară
lăcrimioară mărgăritar
lăcrimioară mărgăritărel
lăcrămioară lăcrimioară
lăcrămioară mărgăritar
lăcrămioară mărgăritărel
mărgăritar lăcrimioară
mărgăritar lăcrămioară
mărgăritar mărgăritărel
mărgăritărel lăcrimioară
mărgăritărel lăcrămioară
mărgăritărel mărgăritar
hemipter heteropter
heteropter hemipter
cinema cinematograf
cinematograf cinema
biber castor
castor biber
audiometru acumetru
acumetru audiometru
răzbunare revanșă
revanșă răzbunare
coșar hornar
hornar coșar
aeromecanică aerodinamică
aerodinamică aeromecanică
octombrie brumărel
brumărel octombrie
decembrie îndrea
îndrea decembrie
zloată lapoviță
zloată fleșcăraie
lapoviță zloată
lapoviță fleșcăraie
fleșcăraie zloată
fleșcăraie lapoviță
tocilar bucher
bucher tocilar
amazoană călăreață
călăreață amazoană
martie mărțișor
martie marț
mărțișor martie
mărțișor marț
marț martie
marț mărțișor
entomolog entomologist
entomologist entomolog
mai florar
florar mai
ambră chihlimbar
ambră chihlibar
chihlimbar ambră
chihlimbar chihlibar
chihlibar ambră
chihlibar chihlimbar
înot înotat
înotat înot
capră-neagră capră-de-munte
capră-neagră capră
capră-de-munte capră-neagră
capră-de-munte capră
capră capră-neagră
capră capră-de-munte
ianuarie gerar
gerar ianuarie
sfigmomanometru sfigmotensiometru
sfigmomanometru tensiometru
sfigmotensiometru sfigmomanometru
sfigmotensiometru tensiometru
tensiometru sfigmomanometru
tensiometru sfigmotensiometru
bărbierit ras
ras bărbierit
septembrie răpciune
răpciune septembrie
aprilie prier
prier aprilie
antofită fanerogamă
antofită spermatofită
fanerogamă antofită
fanerogamă spermatofită
spermatofită antofită
spermatofită fanerogamă
cădere căzătură
căzătură cădere
conifere rășinoase
rășinoase conifere
tamariscă cătină
cătină tamariscă
higrometru umidometru
umidometru higrometru
burete-de-mare spongier
spongier burete-de-mare
păduche-de-lemn ploșniță
ploșniță păduche-de-lemn
întindere extindere
întindere răspândire
extindere întindere
extindere răspândire
răspândire întindere
răspândire extindere
zambilă iacint
iacint zambilă
cârtiță sobol
sobol cârtiță
baschet baschetbal
baschetbal baschet
imigrare imigrație
imigrație imigrare
chimonou chimono
chimono chimonou
dalie gherghină
gherghină dalie
radon rn
rn radon
oleandru leandru
leandru oleandru
februarie faur
februarie făurar
faur februarie
faur făurar
făurar februarie
făurar faur
noiembrie brumar
brumar noiembrie
pluviometru udometru
udometru pluviometru
cumpărare cumpărătură
cumpărătură cumpărare
autobuz autocar
autobuz omnibuz
autocar autobuz
autocar omnibuz
omnibuz autobuz
omnibuz autocar
vas blid
vas strachină
blid vas
blid strachină
strachină vas
strachină blid
august gustar
gustar august
șiretenie șmecherie
șiretenie viclenie
șmecherie șiretenie
șmecherie viclenie
viclenie șiretenie
viclenie șmecherie
gigabait gigaoctet
gigaoctet gigabait
tricot tricotaj
tricotaj tricot
bordel lupanar
lupanar bordel
pătrime sfert
sfert pătrime
patrulater tetragon
tetragon patrulater
plictiseală urât
urât plictiseală
dobândă procent
procent dobândă
transmitere transmisiune
transmisiune transmitere
sirenă nimfă
nimfă sirenă
radiolog radioterapeut
radioterapeut radiolog
axilă subraț
axilă subsuoară
subraț axilă
subraț subsuoară
subsuoară axilă
subsuoară subraț
contrabas contrabasist
contrabasist contrabas
astronaut cosmonaut
cosmonaut astronaut
subofițer reangajat
reangajat subofițer
neurocit neuron
neuron neurocit
monolog soliloc
soliloc monolog
doime jumătate
jumătate doime
mutilare schilodeală
mutilare schilodire
schilodeală mutilare
schilodeală schilodire
schilodire mutilare
schilodire schilodeală
oboseală osteneală
oboseală trudă
osteneală oboseală
osteneală trudă
trudă oboseală
trudă osteneală
gazetărie jurnalism
gazetărie jurnalistică
gazetărie presă
gazetărie publicistică
gazetărie ziaristică
jurnalism gazetărie
jurnalism jurnalistică
jurnalism presă
jurnalism publicistică
jurnalism ziaristică
jurnalistică gazetărie
jurnalistică jurnalism
jurnalistică presă
jurnalistică publicistică
jurnalistică ziaristică
presă gazetărie
presă jurnalism
presă jurnalistică
presă publicistică
presă ziaristică
publicistică gazetărie
publicistică jurnalism
publicistică jurnalistică
publicistică presă
publicistică ziaristică
ziaristică gazetărie
ziaristică jurnalism
ziaristică jurnalistică
ziaristică presă
ziaristică publicistică
hiponimie subordonare
subordonare hiponimie
ignoranță neștiință
neștiință ignoranță
balonare flatulență
balonare meteorism
flatulență balonare
flatulență meteorism
meteorism balonare
meteorism flatulență
conformație constituție
conformație fizic
constituție conformație
constituție fizic
fizic conformație
fizic constituție
aluat cocă
cocă aluat
leucemie leucoză
leucoză leucemie
naftalen naftalină
naftalină naftalen
cutremur seism
seism cutremur
ingratitudine nerecunoștință
nerecunoștință ingratitudine
buiandrug lintou
lintou buiandrug
caisă zarzără
zarzără caisă
octet bait
bait octet
antresol mezanin
